克麗貝蒂,美少女戰士新月棒潤唇膏  (2.8g) (Rose Pink),HK$78.0
施巴,水份面霜 (敏感肌膚適用)  (75ml),HK$118.8
彼得羅夫,水漾透明質酸精華素套裝 (3piece),HK$600.0
泉肌,超潤水保濕化妝水 (170ml),HK$138.0
LOVE BOO,奢華媽媽水療套裝 (3piece),HK$619.9
THE OOZOO,傲卓活力膠囊面膜(亮彩) (5piece),HK$188.0
肌研,極潤保濕水分露  (50g),HK$103.6
LoShi,樂絲國產馬油目元眼霜 (20g),HK$62.0
泉肌,超潤水保濕面霜 (50g),HK$148.0
Kose Cosmeport,Clear Turn美白面膜(櫻花) (5piece),HK$44.0
洛之泉,奇蹟再生潔膚泡沫 (150ml),HK$148.0
肌っ子,膠原活膚緊緻眼霜 (20g),HK$380.0
娜芙,AC ACTIVE 毛孔緊緻乳液 (50ml),HK$298.0
蔻莉絲塔,尊貴柔滑保濕乳液及活膚磨砂膏套裝 (附贈化妝袋) (2piece),HK$350.0
曼秀雷敦,亮彩潤唇筆 (3g) (Moody Pink 02),HK$69.9
sasatinnie,粉漾潤色護唇膏 (4.2g) (03 JUICY CORAL),HK$48.0
COSTRO,鮑魚膠原蛋白美白去皺精華 (50ml),HK$356.0
小蜜蜂,Burt’s潤唇DUO：葡萄柚．蜜蠟 (2piece),HK$70.4
理膚寶水,多容安濕潤面霜-清爽型 (40ml),HK$188.0
碧歐泉,溫泉水潤保濕凝膠旅行套裝 (3piece),HK$105.0
素貝兒,蘆薈透明質酸果凍面膜 (5piece),HK$69.0
Bifesta,BIFESTA 速效卸妝潔膚水 (清爽型)  (300ml),HK$59.9
sasatinnie,粉紅晶鑽煥采生物纖維面膜 (5piece),HK$168.0
Kose Cosmeport,高絲美肌職人日本清酒保濕面膜(7枚入) (7piece),HK$35.0
CUREL,Curel 緊緻抗皺水凝乳霜 (40g),HK$238.0
近江兄弟,藥用保濕潤唇膏(敏感唇) (4g),HK$25.0
素貝兒,抗藍光水份面霜 (50capsule(s)),HK$148.0
小蜜蜂,天然淡彩潤唇膏  #酒紅色 (4.25g) (Red Dahlia),HK$79.0
巴黎歐萊雅,水清新淨白海水仙 (80ml),HK$155.0
泉肌,超潤水保濕乳液 (140ml),HK$138.0
歐樹,植物奶防護補水急救面膜 (50ml),HK$296.0
巴黎歐萊雅,水清新 3合1 智慧保濕精華水 (130ml),HK$139.0
MISKIN,Gold Dia Green破壁紅參緊緻眼霜 (30ml),HK$73.0
碧柔,碧柔 溫和水嫩洗面膏 100G (100g),HK$36.9
Kose Cosmeport,高絲美肌職人薏仁滋潤面膜 (7枚入) (7piece),HK$35.0
Kose Cosmeport,Princess Veil 早安黃懶人面膜 (8piece),HK$25.0
素貝兒,水潤保濕針劑微導面膜 (5piece),HK$68.0
魔法森林,2X肌底精華漾液 (200ml),HK$199.0
SPRINGFIELDS,青春煥發爽膚水 (135ml),HK$128.0
Gangbly,江南寶貝金裝馬油面霜  (70g),HK$99.0
森田藥粧,保濕水漾透潤面膜 (8piece),HK$48.0
日本貝印,洗面起泡網  (1piece),HK$23.0
Palmer's 帕瑪氏,超白去斑乳霜 (75g),HK$198.0
中華藥膜,中華藥膜冬蟲夏草睡眠面膜 (20g),HK$7.5
Dr. Jart+,全效提亮調色防曬霜套裝 (2piece),HK$236.0
Kumano,馬油雙倍清潔洗面奶 (130g),HK$29.0
克麗貝蒂,美少女戰士新月棒潤唇膏  (2.8g) (Peach),HK$78.0
3M - Nexcare,贈品: 抗痘美白洗面乳 (100g),HK$29.0
歐樹,蜂蜜夢幻唇部及手部柔護限量套裝 (2piece),HK$96.0
COWSHED,沐浴露&潤體乳 旅行套裝  (5piece),HK$406.1
瑞士葆麗美,活氧細胞面膜 (100ml),HK$1392.0
瑞士蜜黛詩,青春活膚深層保濕面膜 (6piece),HK$298.0
蔻莉絲塔,黑珍珠黑蘭花亮肌面霜 (50ml),HK$372.0
Color Combos,專業高效全能卸妝液 (250ml),HK$78.0
THE OOZOO,傲卓活力膠囊面膜(修復) (5piece),HK$188.0
肌研,極水控油亮白礦物化妝水 (2piece),HK$112.0
CYBER COLORS,抗微塵保濕修護面膜 (5piece),HK$158.0
Bifesta,BIFESTA 速效卸妝潔膚水 (亮白型) (300ml),HK$59.9
巴黎歐萊雅,"""水清新淨白海水仙 (130ml)",HK$139.0
森田藥粧,彈力青春露水嫩面膜 (8piece),HK$48.0
LoShi,樂絲馬油薏仁保濕化妝水 (500ml),HK$46.0
BRTC,V10 全效亮白去角質潔膚棉 (80piece),HK$268.0
T.P.O,LINE FRIENDS面膜 (兔兔 - 光澤亮白) (10 片) (10piece),HK$140.0
KISS MY FACE,高效抗氧化防曬面霜SPF50 (59ml),HK$118.0
sasatinnie,粉漾潤色護唇膏 (4.2g) (02 ADDICE ROSE),HK$48.0
雅漾,高效鎖水保濕精華 (30ml),HK$180.0
GIVE&GIVE,AQUA LA 玫瑰全效美容液  (80ml),HK$166.0
B.Kettner,VisoRenew 微晶鑽更新皮膚儀(附送深層修護乳霜30ml) (1piece),HK$1600.0
GIVE&GIVE,全效美容皂 (90g),HK$93.0
瑞士葆麗美,星級活氧細胞護理套裝(附化妝袋) (6piece),HK$1028.0
曼秀雷敦,亮彩潤唇筆 (3g) (Innocent Pink 03),HK$69.9
曼秀雷敦,亮彩潤唇筆 (3g) (Diva Red 01),HK$69.9
法國 珍碧嘉,亮肌緊緻精華素 (30ml),HK$400.0
泉肌,馬油潤唇膏   (1piece),HK$68.0
娜芙,娜芙青春潔面乳 (70g),HK$89.0
BB LABORATORIES,藥用保濕抗敏化妝水 (155ml),HK$211.0
克麗貝蒂,美少女戰士新月棒潤唇膏 (2.8g) (Strawberry Pink),HK$78.0
Mediheal Rex,高效保濕精華膠囊生物纖維面膜 (5piece),HK$99.0
23 YEARS OLD,黑炭面膜潔面棒 (45g),HK$128.0
娜芙,AC-ACTIVE毛孔抗痘乳霜(局部用) [局部用乳霜] (10g),HK$250.0
肌っ子,柔美肌5NOS柔肌修護滋潤面霜 (50g),HK$380.0
莎娜,豆乳美肌特濃高保濕凝膠 (100g),HK$89.0
Glamfox,再見大臉餅緊緻面膜  (5piece),HK$118.0
碧柔,碧柔深層潔淨控油洗面泡沫 160ML (160ml),HK$49.9
sasatinnie,茶樹控油面膜 (220ml),HK$79.0
Cosmetex Roland,紫草肥皂 (100g),HK$168.0
瑞士葆麗美,活氧細胞水凝晚霜 (升級版)  (30ml),HK$896.0
中華藥膜,中華藥膜靈芝蜂膠面膜 (20g),HK$7.5
碧柔,碧柔 長效滋潤洗面膏 100G (100g),HK$36.9
素貝兒,燕窩深層保濕緊貼水凝面膜  (5piece),HK$108.0
瑞士蜜黛詩,雪絨花滋潤面霜 (50ml),HK$460.0
ISOI,敏感肌爽膚水 (130ml),HK$268.0
Kose Cosmeport,水凝粉保濕面膜 (8piece),HK$25.0
1028 VISUAL THERAPY,1028 pH7.5深層清潔眼唇卸妝液85ML(加量/圓瓶) (85ml),HK$60.0
素貝兒,亞馬遜白泥毛孔潔淨面膜  (100ml),HK$128.0
LoShi,樂絲蘆薈天然草本紫根滋潤保濕乳霜 (220g),HK$35.0
泉肌,高效鎖水面膜 (升級版) (4piece),HK$98.0
Color Combos,玫瑰卸妝油 (200ml),HK$128.0
J.One,RE:CIPE J.ONE果凍水光面膜 1 片 (1piece),HK$29.0
Kose Cosmeport,高絲美肌職人黑珍珠亮澤彈力面膜(7枚入) (7piece),HK$35.0
LoShi,樂絲國產馬油豆乳保濕護唇膏 (10g),HK$38.0
EASYDEW,絲氨酸雙效保濕精華露 (40ml),HK$241.0
小蜜蜂,薄荷皇牌潤唇膏 (4.25g),HK$41.5
SNP,日常高效舒緩保濕噴霧 (120ml),HK$128.0
Dove,潤澤水嫩洗面乳 (130g),HK$36.9
迪賽 The Saem,帝王花鎖水保濕精華 (55ml),HK$243.0
HABA,鯊烯水淨卸妝液 (120ml),HK$86.0
sasatinnie,奇跡幻白美肌霜 (50g),HK$68.0
魔法森林,綠茶水潤潤膚水 (180ml),HK$128.0
EAUDE MUGE,輕爽潔面泡 (150ml),HK$99.0
素貝兒,透明質酸保濕精華 (30ml),HK$138.0
sasatinnie,水嫩保濕眼唇卸妝液 (250ml),HK$88.0
法國 珍碧嘉,激活全效緊緻精華素 (30ml),HK$640.0
J.One,RE:CIPE J.ONE果凍維他命面膜 1片 (1piece),HK$29.0
碧柔,碧柔 暗瘡護理洗面膏 100G (100g),HK$36.9
倩碧,護膚套裝C (附化妝袋) (7piece),HK$199.0
瑞士葆麗美,活氧細胞生機爽膚水 (升級版) (200ml),HK$496.0
Missha,The Style唇/眼部卸妝液 (100ml),HK$39.0
DR.ORACLE,碧保濕面霜 (50ml),HK$78.0
CROP,有機天然保濕日霜 (125ml),HK$88.0
果達兒,鎖水保濕鮮活水凝霜 (50ml),HK$238.0
克麗貝蒂,美少女戰士木星唇膏 (愛野美奈子) (1.7g),HK$78.0
CROP,有機天然溫和潔面凝膠 (125ml),HK$88.0
Erno Laszlo,平衡潔膚油 (200ml),HK$298.0
素貝兒,喚膚魔法棒 (5X1.5ml),HK$52.0
ISOI,敏感肌精華乳 (90ml),HK$298.0
ISOI,步步驚心:麗 24小時潤滑保濕面膜 (5piece),HK$198.0
Dove,深層淨化洗面乳 (130g),HK$36.9
LoShi,樂絲馬油保濕潔面膏 (130g),HK$38.0
GIVE&GIVE,AQUA LA PURE全效美容液 (80ml),HK$166.0
ISOI,敏感肌深層潔面泡沫 (100ml),HK$268.0
歐緹麗,葡萄籽尊貴時光逆轉眼霜 (15ml),HK$280.0
瑞士蜜黛詩,溫泉美白系列套裝 (3piece),HK$698.0
Mistine,草莓變色潤唇膏 (1.7g),HK$13.0
洛之泉,活膚光采緊緻面霜 (50ml),HK$436.0
LULULUN,彈力滋潤面膜(滋潤藍)  (32piece),HK$128.0
Glamfox,柚子冰涼雪葩霜 (100g),HK$95.0
NATURE'S,紅酒抗氧潔面乳 (150ml),HK$430.0
素貝兒,草本精華活膚面膜 (100ml),HK$138.0
Palmer's 帕瑪氏,美國雅兒美白淡斑霜 (75g),HK$198.0
MISKIN,Gold Dia Green 7天新生綠晶眼霜 (30ml),HK$73.0
巴黎歐萊雅,水清新淨白海水仙潔面凝露 (120ml),HK$95.0
FlowFushi,Lip38℃護唇精華 (6.5ml) (Baby Pink /+ 1℃),HK$150.0
TSUM TSUM,小熊維尼&小豬美肌面膜（#02 蜂蜜） (5piece),HK$59.0
FlowFushi,Lip38℃護唇精華 (6.5ml) (Coral orange /+5 ℃),HK$150.0
泉肌,溫和淨肌潔面膏 (150g),HK$88.0
TSUM TSUM,米奇&米妮美肌面膜（#01 摩洛哥堅果油） (5piece),HK$59.0
巴黎歐萊雅,水清新 3合1 智慧水漾潔面乳  (125ml),HK$89.0
瑞斯美,玫瑰精粹美白煥彩面膜 (6piece),HK$380.0
娜芙,娜芙AC-ACTIVE毛孔緊緻化妝水 (135ml),HK$298.0
FARM STAY,蘆薈保濕凝膠噴霧 120ML (120ml),HK$39.0
